full_text,text_clean,class,tokens,lemma
Lihat &amp; denger Anies di debat semalam  semacam dejavu dgn debat Pilgub DKI dulu.    Semua kata indah Semua terlihat mudah Namun  semua menjadi mentah saat dia menjabat alias : OMDO ngak ada yg dikerjakan.   Jangan sampe IKN bilang ngak di teruskan  TERNYATA tetap jalan .. tapi…,lihat denger debat malam dejavu debat pilgub kata indah lihat mudah jadi mentah jabat alias omdo yang kerja bilang terus nyata tetap jalan,1,"['lihat', 'denger', 'debat', 'malam', 'dejavu', 'debat', 'pilgub', 'kata', 'indah', 'lihat', 'mudah', 'jadi', 'mentah', 'jabat', 'alias', 'omdo', 'yang', 'kerja', 'bilang', 'terus', 'nyata', 'tetap', 'jalan']",lihat denger debat malam dejavu debat pilgub kata indah lihat mudah mentah jabat alias omdo kerja bilang terus nyata tetap jalan
Prabowo bohong dihadapan ratusan juta rakyat Indonesia!  Prabowo: sy tdk takut tdk punya jabatan mas Anies.  Faktanya 2009 ikut pilpres 2014 ikut pilpres 2019 ikut pilpres 2024 ikut pilpres  #DebatCapres  Ganjar Paling Tegas   Prabowo juga mengatakan tdk punya apa2  padahal… https://t.co/HXOvwI3y6U,bohong hadap ratus juta rakyat indonesia takut punya jabat fakta ikut pilpres ikut pilpres ikut pilpres ikut pilpres tegas kata tidak punya,1,"['bohong', 'hadap', 'ratus', 'juta', 'rakyat', 'indonesia', 'takut', 'punya', 'jabat', 'fakta', 'ikut', 'pilpres', 'ikut', 'pilpres', 'ikut', 'pilpres', 'ikut', 'pilpres', 'tegas', 'kata', 'tidak', 'punya']",bohong hadap ratus juta rakyat indonesia takut punya jabat fakta ikut pilpres ikut pilpres ikut pilpres ikut pilpres tegas kata punya
Kebalik itu . Justru klu gk ada Anies suara partainya anjlok . Emang dia mau jual siapa buat pileg 2019 klu gk prestasi Gub DKI yg saat itu dijabat @aniesbaswedan ?,balik suara partai anjlok memang jual pileg prestasi jabat,1,"['balik', 'suara', 'partai', 'anjlok', 'memang', 'jual', 'pileg', 'prestasi', 'jabat']",balik suara partai anjlok memang jual pileg prestasi jabat
Komentar Rocky Gerung soal #DebatCapres perdana :“3 Capres ini konsisten  Anies konsisten dengan metodologi berfikir  Prabowo konsisten dengan mengumbar emosi  Ganjar konsisten sebagai skdr motivator”  Emang lucu wowo itu  suruh debat capres malah jd wewe  tantrum gak jelas😭🤣 https://t.co/IqOc7NqsQp,komentar rocky gerung soal perdana capres konsisten konsisten metodologi berfikir konsisten umbar emosi konsisten skdr motivator memang lucu wowo suruh debat capres jadi wewe tantrum jelas,1,"['komentar', 'rocky', 'gerung', 'soal', 'perdana', 'capres', 'konsisten', 'konsisten', 'metodologi', 'berfikir', 'konsisten', 'umbar', 'emosi', 'konsisten', 'skdr', 'motivator', 'memang', 'lucu', 'wowo', 'suruh', 'debat', 'capres', 'jadi', 'wewe', 'tantrum', 'jelas']",komentar rocky gerung soal perdana capres konsisten konsisten metodologi berfikir konsisten umbar emosi konsisten skdr motivator memang lucu wowo suruh debat capres wewe tantrum jelas
Gwe masih ingat ketika debat cagub dulu  soal Wi fi Jakarta yang password nya adalah KAFIR. Dan itu bukan masa pemerintahan Mas Anies.,ingat debat cagub soal jakarta word kafir masa perintah,1,"['ingat', 'debat', 'cagub', 'soal', 'jakarta', 'word', 'kafir', 'masa', 'perintah']",ingat debat cagub soal jakarta word kafir masa perintah
Prabowo 4 kali sebut2 nama Jokowi selama panggung debat  tapi hanya dijadikan bola oleh Ganjar dan Anies  Keduanya sukses saling memberi UMPAN LAMBUNG menghajar Prabowo  Bukti isi KEPALA jauh menentukan kualitas dibanding sekadar joget2 dan MARAH2  Hampir tak ada ruang bagi… https://t.co/sk35qxxuMg,kali sebut nama panggung debat jadi bola dua sukses beri umpan lambung hajar bukti kepala jauh tentu kualitas banding sekadar joget marah ruang,1,"['kali', 'sebut', 'nama', 'panggung', 'debat', 'jadi', 'bola', 'dua', 'sukses', 'beri', 'umpan', 'lambung', 'hajar', 'bukti', 'kepala', 'jauh', 'tentu', 'kualitas', 'banding', 'sekadar', 'joget', 'marah', 'ruang']",kali sebut nama panggung debat bola sukses beri umpan lambung hajar bukti kepala jauh kualitas banding sekadar joget marah ruang
"@abu_waras Dia terhenyak dengan kalimat pak anies....ketika terjadi pelanggaran etika jangan bersembunyi dibalik hukum"" (yg di loloskan oleh sang paman) https://t.co/cQXZYsf30X""",henyak kalimat jadi langgar etika sembunyi balik hukum lolos sang paman,1,"['henyak', 'kalimat', 'jadi', 'langgar', 'etika', 'sembunyi', 'balik', 'hukum', 'lolos', 'sang', 'paman']",henyak kalimat langgar etika sembunyi balik hukum lolos sang paman
Etdah...ini bagaimana ceritanya Baliho AMIN Anies-Muhaimin nomor 1 di Bogor dibongkar dan di cabut oleh Satpol PP? Ada persoalan apa gerangan? https://t.co/siLilDbGXt,etdah cerita baliho amin muhaimin nomor bogor bongkar pergi satpol pulang pergi soal gerangan,1,"['etdah', 'cerita', 'baliho', 'amin', 'muhaimin', 'nomor', 'bogor', 'bongkar', 'pergi', 'satpol', 'pulang', 'pergi', 'soal', 'gerangan']",etdah cerita baliho amin muhaimin nomor bogor bongkar pergi satpol pulang pergi soal gerangan
Anies  cuma pinter  ngebual merasa terzholimi   bla bla bla biar org kasihan dan Pendukungnya  liar  . Anieser buka mata hati kalian  masa tukang ngibul mau dipilih 🤭🤭. https://t.co/NRZQXiAV58,pinter ngebual rasa terzholimi orang kasihan dukung liar anieser buka mata hati masa tukang bohong pilih,1,"['pinter', 'ngebual', 'rasa', 'terzholimi', 'orang', 'kasihan', 'dukung', 'liar', 'anieser', 'buka', 'mata', 'hati', 'masa', 'tukang', 'bohong', 'pilih']",pinter ngebual rasa terzholimi orang kasihan dukung liar anieser buka mata hati masa tukang bohong pilih
DEBAT itu adu data dan yang disampaikan Anies itu juga merupakan data dan juga disertai fakta  Masak gitu doang ga paham mi lasmi   hanya demi capres rela merendahkan diri sendiri dengan menurunkan daya pikir Naudzubillah summa Naudzubillah mindzalik 😢,debat data sampai data serta fakta masak gitu doang paham lasmi capres rela rendah turun daya pikir naudzubillah summa naudzubillah mindzalik,1,"['debat', 'data', 'sampai', 'data', 'serta', 'fakta', 'masak', 'gitu', 'doang', 'paham', 'lasmi', 'capres', 'rela', 'rendah', 'turun', 'daya', 'pikir', 'naudzubillah', 'summa', 'naudzubillah', 'mindzalik']",debat data data fakta masak gitu doang paham lasmi capres rela rendah turun daya pikir naudzubillah summa naudzubillah mindzalik
Kalo pendukung amin yg lu bilang jijik itu udah ga jijik juga lu gabakal milih anies juga  gaslighting mulu kaya ibu tiri https://t.co/aeJztCfDRa,dukung amin kamu bilang jijik tidak jijik kamu gabakal milih gaslighting terus kaya tiri,1,"['dukung', 'amin', 'kamu', 'bilang', 'jijik', 'tidak', 'jijik', 'kamu', 'gabakal', 'milih', 'gaslighting', 'terus', 'kaya', 'tiri']",dukung amin kamu bilang jijik jijik kamu gabakal milih gaslighting terus kaya tiri
"1. Yang mengusung Pak Anies menjadi gubernur itu saya."" (Prabowo)  Lho lho lho lho. Prabowo ad hominem  cacat logika  menyerang pribadi.  Ditanya apakah pemerintahan Jokowi demokratis  malah bicara tentang proses Pilgub DKI Anies  #AniesJuaraDebatCapres  #AniesJuaraDebatCapres https://t.co/7QwqY5oa2h""",usung jadi gubernur hominem cacat logika serang pribadi tanya perintah demokratis bicara proses pilgub,1,"['usung', 'jadi', 'gubernur', 'hominem', 'cacat', 'logika', 'serang', 'pribadi', 'tanya', 'perintah', 'demokratis', 'bicara', 'proses', 'pilgub']",usung gubernur hominem cacat logika serang pribadi tanya perintah demokratis bicara proses pilgub
Cek Fakta ke 2 !!  Anies si calon presiden Wakanda Bokisver lagi2 buat hoax soal Indeks Demokrasi yang Turun..   Faktanya dalam 3 tahun terakhir Indeks Demokrasi dan kebebasan bicara/ekspresi di Indonesia justru jauh meningkat.  Duuh Bacoottt  https://t.co/yXUMJ0Nfc1,fakta calon presiden wakanda bokisver isu bohong soal indeks demokrasi turun fakta tahun akhir indeks demokrasi bebas bicara ekspresi indonesia jauh tingkat duuh bacoottt,1,"['fakta', 'calon', 'presiden', 'wakanda', 'bokisver', 'isu', 'bohong', 'soal', 'indeks', 'demokrasi', 'turun', 'fakta', 'tahun', 'akhir', 'indeks', 'demokrasi', 'bebas', 'bicara', 'ekspresi', 'indonesia', 'jauh', 'tingkat', 'duuh', 'bacoottt']",fakta calon presiden wakanda bokisver isu bohong soal indeks demokrasi turun fakta tahun akhir indeks demokrasi bebas bicara ekspresi indonesia jauh tingkat duuh bacoottt
Heboh Aplikasi Jaki Kena Hack saat Debat Capres  Anies: Pemerintah Harus Usut https://t.co/EgbmXGIacT,heboh aplikasi jaki kena hack debat capres perintah usut,1,"['heboh', 'aplikasi', 'jaki', 'kena', 'hack', 'debat', 'capres', 'perintah', 'usut']",heboh aplikasi jaki kena hack debat capres perintah usut
*TERNYATA TEAM PRABOWO NGUMPULIN ORANG DIBERI UANG DAN MAKAN  TAPI MEREKA MILIHNYA ANIES* ☝🏽 😂😂  Mantab 👏👏 https://t.co/vshaj8KBbO,nyata team ngumpulin orang beri uang makan milihnya mantab,1,"['nyata', 'team', 'ngumpulin', 'orang', 'beri', 'uang', 'makan', 'milihnya', 'mantab']",nyata team ngumpulin orang beri uang makan milihnya mantab
Cek Fakta ke 3 !!!  Anies Bekas (mantan kebagusan) Gubernur Jakarta berkata jumlah kendaraan di Jakarta tetap.  Kenyataannya dalam 5 tahun masanya jumlah kendaraan di Jakarta bertambah 3.9 juta unit.  Banyak Cingcong  😁  https://t.co/Pn85eyhMFy,fakta bekas mantan bagus gubernur jakarta kata jumlah kendara jakarta tetap nyata tahun masa jumlah kendara jakarta tambah juta unit cingcong,1,"['fakta', 'bekas', 'mantan', 'bagus', 'gubernur', 'jakarta', 'kata', 'jumlah', 'kendara', 'jakarta', 'tetap', 'nyata', 'tahun', 'masa', 'jumlah', 'kendara', 'jakarta', 'tambah', 'juta', 'unit', 'cingcong']",fakta bekas mantan bagus gubernur jakarta kata jumlah kendara jakarta tetap nyata tahun masa jumlah kendara jakarta tambah juta unit cingcong
Kalau saya (di posisi Pak Anies) tidak akan mampu mengangkat kepala memandang wajah Pak Prabowo. Alih-alih mengangkat suara...   Dari kecil kita diajari tentang budi pekerti...Tentang bagaimana harus bersikap terhadap orang yang berjasa dalam hidup kita... https://t.co/SAxL8izJQS,posisi angkat kepala pandang wajah alih alih angkat suara ajar budi pekerti sikap orang jasa hidup,1,"['posisi', 'angkat', 'kepala', 'pandang', 'wajah', 'alih', 'alih', 'angkat', 'suara', 'ajar', 'budi', 'pekerti', 'sikap', 'orang', 'jasa', 'hidup']",posisi angkat kepala pandang wajah alih alih angkat suara ajar budi pekerti sikap orang jasa hidup
@geloraco Pertanyaannya... Kenapa ada penjegalan kepada Anies? Kacau... https://t.co/aXUr000Hbk https://t.co/ianxcwX8z3,tanya jegal kacau,1,"['tanya', 'jegal', 'kacau']",tanya jegal kacau
SAUT SITUMORANG  PRABOWO SALAH FAHAM MENAFSIRKAN DEMOKRASI YANG DIUCAPKAN ANIES...‼️  #AniesJuaraDebatCapres #AniesJuaraDebatCapres 🆘🆗 https://t.co/IkBQppKBTr,saut situmorang salah paham tafsir demokrasi ucap,1,"['saut', 'situmorang', 'salah', 'paham', 'tafsir', 'demokrasi', 'ucap']",saut situmorang salah paham tafsir demokrasi ucap
@NdrewsTjan Blablabla Dia sendiri yg bikin  ga usah nyalahin anies https://t.co/os7rsWZHyx,blablabla buat perlu nyalahin,1,"['blablabla', 'buat', 'perlu', 'nyalahin']",blablabla buat perlu nyalahin
"Kukira publik pun sudah nggak kaget dan heran dengan mulut manisnya.""  'ANIES NGOMONGIN SOAL KEADILAN DAN PERUBAHAN'  ""Lalu gimana dgn warga daerah Ancol yg Anies lanjutkan perizinan relokasinya?"" #MulutManisAnies https://t.co/9livF1DQ5z""",kira publik kaget heran mulut manis bicara soal adil ubah bagaimana warga daerah ancol lanjut izin relokasi,1,"['kira', 'publik', 'kaget', 'heran', 'mulut', 'manis', 'bicara', 'soal', 'adil', 'ubah', 'bagaimana', 'warga', 'daerah', 'ancol', 'lanjut', 'izin', 'relokasi']",kira publik kaget heran mulut manis bicara soal adil ubah bagaimana warga daerah ancol lanjut izin relokasi
Ini yg namanya buzzer gak punya otak alias bodoh  asal nyerang...🤣🤣  Data yg dipublikasikan adalah data tahun 2012-2017  sedangkan pak Anies baru dilantik jadi gub DKI tgl 16 Okt 2017......ngegas dahulu  mikirnya belakangan  ciri khas anak ayah🤣🤣🤣,nama buzzer punya otak alias bodoh asal serang data publikasi data tahun baru lantik jadi tanggal ngegas mikirnya belakang ciri khas anak ayah,1,"['nama', 'buzzer', 'punya', 'otak', 'alias', 'bodoh', 'asal', 'serang', 'data', 'publikasi', 'data', 'tahun', 'baru', 'lantik', 'jadi', 'tanggal', 'ngegas', 'mikirnya', 'belakang', 'ciri', 'khas', 'anak', 'ayah']",nama buzzer punya otak alias bodoh asal serang data publikasi data tahun baru lantik tanggal ngegas mikirnya belakang ciri khas anak ayah
@BosPurwa Percaya Bos ????  Kan dan dia bilang .. Mas Anies  jadi oposisi itu sulit Perusahan saya cr kerja😜😜😜 ..Ya dilahap habis Mas Anies ..Puas sy tertawa lihat mimik mukanya  emosi naik  terpojok eh ungkit JASA Pilkada DKI 2017 ...??? https://t.co/aVVG9ndR9h,percaya bilang jadi oposisi sulit usah kerja lahap habis puas tertawa lihat mimik muka emosi naik pojok ungkit jasa pilih kepala daerah,1,"['percaya', 'bilang', 'jadi', 'oposisi', 'sulit', 'usah', 'kerja', 'lahap', 'habis', 'puas', 'tertawa', 'lihat', 'mimik', 'muka', 'emosi', 'naik', 'pojok', 'ungkit', 'jasa', 'pilih', 'kepala', 'daerah']",percaya bilang oposisi sulit usah kerja lahap habis puas tertawa lihat mimik muka emosi naik pojok ungkit jasa pilih kepala daerah
"Mas Anies mengeluh tentang demokrasi ini dan itu.  ..kalau @jokowi Diktator   Mas Aniest tdk akan jadi Gubernur @DKIJakarta menghadapi pemerintah yang berkuasa. Saya yang mengusung bapak  kata Prabowo.  #Projo #Jokowi #Gibran #Prabowo #PrabowoGibran https://t.co/vCNUw4Iv8W""",keluh demokrasi diktator aniest jadi gubernur hadap perintah kuasa usung bapak kata,1,"['keluh', 'demokrasi', 'diktator', 'aniest', 'jadi', 'gubernur', 'hadap', 'perintah', 'kuasa', 'usung', 'bapak', 'kata']",keluh demokrasi diktator aniest gubernur hadap perintah kuasa usung bapak kata
Pakar Mikroekspresi: Prabowo Marah dan Emosi saat Ditanya Anies soal Putusan MKMK https://t.co/qAJNH98EVz,pakar mikroekspresi marah emosi tanya soal putus mkmk,1,"['pakar', 'mikroekspresi', 'marah', 'emosi', 'tanya', 'soal', 'putus', 'mkmk']",pakar mikroekspresi marah emosi tanya soal putus mkmk
@ajengcute16__ Anies menang para maling uang rakyat hidupnya tidak tenang https://t.co/sfUDICu3Oc,menang maling uang rakyat hidup tenang,1,"['menang', 'maling', 'uang', 'rakyat', 'hidup', 'tenang']",menang maling uang rakyat hidup tenang
Mas anies mas anies saya tidak gila jabatan  Tapi kq nyapres sampe 3x mbah pukimana itu? Awookwookwook https://t.co/LUgI5qQQHH,gila jabat nyapres mbah pukimana awookwookwook,1,"['gila', 'jabat', 'nyapres', 'mbah', 'pukimana', 'awookwookwook']",gila jabat nyapres mbah pukimana awookwookwook
Bicara tentang etika tapi tidak ber-etika  seperti nya Anies pantas mendapat gelar Capres tak ber-etika  satu level dengan ganjar Capres yg hobi nonton bokep.  Kesabaran pak @prabowo atas semua hinaan  fitnah dan pengkhianatan akan segera berbuah manis.  #PrabowoGibran2024 https://t.co/4WbJsG0zOY,bicara etika etika dapat gelar capres etika satu level capres hobi nonton porno sabar atas hina fitnah khianat buah manis,1,"['bicara', 'etika', 'etika', 'dapat', 'gelar', 'capres', 'etika', 'satu', 'level', 'capres', 'hobi', 'nonton', 'porno', 'sabar', 'atas', 'hina', 'fitnah', 'khianat', 'buah', 'manis']",bicara etika etika gelar capres etika satu level capres hobi nonton porno sabar atas hina fitnah khianat buah manis
@HerryDharmawan Anies gak sanggup bikin ini 🤣🤣🤣 https://t.co/5DE0zE3MKW,sanggup buat,1,"['sanggup', 'buat']",sanggup buat
@NenkMonica Sorry ye.... Mas Anies  Saya tidak takut tidak dapat jabatan! https://t.co/rI77LBpMDw,maaf takut jabat,1,"['maaf', 'takut', 'jabat']",maaf takut jabat
@siputriwidi Mbak  saya tau yang anda maksud itu pak Anies. Tapi mbak  pak Anies itu bukan orang yang memulai isu-isu SARA loh mbak. Bisa dikatakan beliau malah jadi kena tuduhannya. Yang memulai isu rasial itu duluan adalah lawan beliau ketika pilgub DKI 2017 dulu  https://t.co/W7jEgPNE6X,mbak tahu maksud mbak orang mulai sara mbak kata beliau jadi kena tuduh mulai rasial duluan lawan beliau pilgub,1,"['mbak', 'tahu', 'maksud', 'mbak', 'orang', 'mulai', 'sara', 'mbak', 'kata', 'beliau', 'jadi', 'kena', 'tuduh', 'mulai', 'rasial', 'duluan', 'lawan', 'beliau', 'pilgub']",mbak tahu maksud mbak orang mulai sara mbak kata beliau kena tuduh mulai rasial duluan lawan beliau pilgub
Lingkungan hidup tema debat ke-4  bg.  Justru pertanyaan Prabowo soal pengangguran (ke Ganjar) &amp; polusi (ke Anies) ga nyambung,lingkung hidup tema debat abang tanya soal anggur polusi nyambung,1,"['lingkung', 'hidup', 'tema', 'debat', 'abang', 'tanya', 'soal', 'anggur', 'polusi', 'nyambung']",lingkung hidup tema debat abang tanya soal anggur polusi nyambung
Lha Pak Ganjar pas nanya ham² kok gak inget foto ini ya?  😂  ✌🫰 https://t.co/ZBBGPvQLkI,tanya inget foto,1,"['tanya', 'inget', 'foto']",tanya inget foto
Ganjar dialog sama Wadas dan Kendeng aja ga bisa beres apalagi Papua yang udah dari 1960an 🤭  Prabs ngeri.,dialog wadas kendeng tidak beres papua prabs ngeri,1,"['dialog', 'wadas', 'kendeng', 'tidak', 'beres', 'papua', 'prabs', 'ngeri']",dialog wadas kendeng beres papua prabs ngeri
Loe kenapa gak nyerang ganjar?. Ngapain diserang  wong ganjar dah pasti kalah 🤣,kamu serang sedang apa serang kalah,1,"['kamu', 'serang', 'sedang', 'apa', 'serang', 'kalah']",kamu serang sedang apa serang kalah
Sepakat Bang @ferdinand_mpu Kalau Pak Lurah Buntuti Ganjar Ketika Safari Politik  ini Menunjukan Kepanikan.  Mengapa Harus Takut Kalau Capres &amp;Cawapres Mumpuni.  Pak Lurah ini Cawe-Cawe Sudah Terlalu Jauh ‼️. https://t.co/59lhmwGpYg,sepakat lurah buntut safari politik tunjuk panik takut capres cawapres mumpuni lurah cawe cawe jauh,1,"['sepakat', 'lurah', 'buntut', 'safari', 'politik', 'tunjuk', 'panik', 'takut', 'capres', 'cawapres', 'mumpuni', 'lurah', 'cawe', 'cawe', 'jauh']",sepakat lurah buntut safari politik tunjuk panik takut capres cawapres mumpuni lurah cawe cawe jauh
Hajar Prabowo dan Ganjar  Jubir Timnas AMIN: Anies Belum Punya Lawan Sebanding https://t.co/y5kj1lGL8e,hajar juru bicara timnas amin punya lawan banding,1,"['hajar', 'juru', 'bicara', 'timnas', 'amin', 'punya', 'lawan', 'banding']",hajar juru bicara timnas amin punya lawan banding
Pendukung Ganjar adalah kelompok yang paling ga seneng kalau mereka akur dan Indonesia adem #prabowo https://t.co/yiG2ji8xZD,dukung kelompok senang akur indonesia adem,1,"['dukung', 'kelompok', 'senang', 'akur', 'indonesia', 'adem']",dukung kelompok senang akur indonesia adem
Dan seperti diduga  soal HAM Berat  ditembakan Ganjar.  Tujuan Ganjar nanya hanya mau mancing Prabowo marah. Tp gak berhasil. Makanya dibalas Prabowo yang urus itu kan cawapres anda.  Klo dimata orang awam itu kebodohan pertanyaan Ganjar 😆🤭,duga soal berat tembak tuju tanya mancing marah hasil balas urus cawapres kalau mata orang awam bodoh tanya,1,"['duga', 'soal', 'berat', 'tembak', 'tuju', 'tanya', 'mancing', 'marah', 'hasil', 'balas', 'urus', 'cawapres', 'kalau', 'mata', 'orang', 'awam', 'bodoh', 'tanya']",duga soal berat tembak tuju tanya mancing marah hasil balas urus cawapres kalau mata orang awam bodoh tanya
